source,ipo_name,title,media,date,desc,link
GoogleNews,Canara Robeco Asset Management,"Canara HSBC Life Insurance Shares Make Flat Market Debut At Par With ₹106 Issue Price, Bounce Back To 5%",Free Press Journal,1 week ago,"The stock is listed at Rs 106 on both the BSE and NSE. Later, it jumped 4.62 per cent to Rs 110.90 on the BSE. At the NSE, the stock climbed 4.71 per cent...",https://www.freepressjournal.in/business/canara-hsbc-life-insurance-shares-make-flat-market-debut-at-par-with-106-issue-price-bounce-back-to-5&ved=2ahUKEwil2qaiyb2QAxVEyzgGHaWAAcgQxfQBegQIBxAC&usg=AOvVaw1Zi8-blDfSRV4vWmDPPVPQ
GoogleNews,Canara Robeco Asset Management,Canara Robeco AMC debuts with 5% hike,BizzBuzz,1 week ago,New Delhi: Shares of Canara Robeco Asset Management Company on Thursday climbed over 5 per cent in its debut trade against the issue price of RS 266.,https://www.bizzbuzz.news/market/ipo/canara-robeco-amc-debuts-with-5-hike-1374907&ved=2ahUKEwil2qaiyb2QAxVEyzgGHaWAAcgQxfQBegQIAxAC&usg=AOvVaw2jbno9FbKH29nSl7sPFINw
GoogleNews,Canara Robeco Asset Management,Canara Robeco debuts with 13% rise,BizzBuzz,1 week ago,New Delhi: Shares of Canara Robeco Asset Management Company on Thursday ended nearly 13 per cent higher in its debut trade against the issue price of RS 266...,https://www.bizzbuzz.news/market/ipo/canara-robeco-debuts-with-13-rise-1374906&ved=2ahUKEwil2qaiyb2QAxVEyzgGHaWAAcgQxfQBegQICBAC&usg=AOvVaw0L8JxHMLEuKJbL4Jsc2DjY
GoogleNews,LG Electronics India,LG Electronics launches AI-powered LG ThinQ On home hub,Tribune India,4 hours ago,"New Delhi [India], October 24 (ANI): South Korean tech giant LG Electronics Inc. has launched LG ThinQ On, a standalone home hub equipped with generative...",https://www.tribuneindia.com/news/business/lg-electronics-launches-ai-powered-lg-thinq-on-home-hub/&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQICRAC&usg=AOvVaw3QH2hAXrg-dKDGD00lLOo_
GoogleNews,LG Electronics India,LG Electronics partners with SDVerse to turn cars into 'wheeled living spaces',Korea JoongAng Daily,1 day ago,"LG Electronics is expanding its software-defined vehicle business by partnering with global automakers, parts suppliers and software companies — including...",https://koreajoongangdaily.joins.com/news/2025-10-23/business/economy/LG-Electronics-partners-with-SDVerse-to-turn-cars-into-wheeled-living-spaces/2427345&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQIBRAC&usg=AOvVaw23Zh1c_GsXOT9orys9pUkP
GoogleNews,LG Electronics India,"LG Electronics India, Tata Capital face long wait for global index entry",Moneycontrol,1 day ago,The two marquee IPOs of 2025 — LG Electronics India and Tata Capital Ltd — have drawn contrasting receptions on Dalal Street. While LG Electronics India...,https://www.moneycontrol.com/news/business/markets/lg-electronics-india-tata-capital-face-long-wait-for-global-index-entry-13627914.html&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQIChAC&usg=AOvVaw33p-SQvQ6Jt_CWRMUXlSfe
GoogleNews,LG Electronics India,Which is the best consumer durable stock: LG Electronics India vs Havells India vs Voltas,The Financial Express,3 days ago,,https://www.financialexpress.com/market/stock-insights/which-is-the-best-consumer-durable-stock-lg-electronics-india-vs-havells-india-vs-voltas/4016706/lite/&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQIBxAC&usg=AOvVaw39U510UNrm48xQIQ4KHTFy
GoogleNews,LG Electronics India,LG Electronics Shares Surge 10% Following Indian Subsidiary's IPO Success,scanx.trade,4 days ago,"LG Electronics Inc. experienced a 10% jump in its stock price on the Seoul Stock Exchange, marking its largest single-day gain since May.",https://scanx.trade/stock-market-news/global/lg-electronics-shares-surge-10-following-indian-subsidiary-s-ipo-success/22509940&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQIAhAC&usg=AOvVaw0G5gP6fq2QJkp-74qQUaAe
GoogleNews,LG Electronics India,LG India’s blockbuster IPO lifts parent stock; analysts raise targets,CNBC TV18,4 days ago,"Shares of LG Electronics India have cooled after their blockbuster debut on October 14, slipping 0.2% to ₹1,665.20 on the NSE on Monday — marking the fourth...",https://www.cnbctv18.com/market/lg-indias-blockbuster-ipo-lifts-parent-stock-analysts-raise-targets-19722761.htm&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQIAxAC&usg=AOvVaw3aCxKk4ZqASPPzfsmcCEIC
GoogleNews,LG Electronics India,LG Electronics India Just Made A Blockbuster Market Debut! LG Electronics’ Listing Explained,YouTube,5 days ago,LG Electronics India just made a blockbuster stock market debut! Shares listed at a 50% premium over the issue price; far higher than what analysts or even...,https://www.youtube.com/watch%3Fv%3DSQSdxI0aUWQ&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQICBAC&usg=AOvVaw392kt-R9Ffo6N0D0jcvFvv
GoogleNews,LG Electronics India,How LG quietly became an ‘Indian’ success story disguised as a Korean brand - expert explains,Business Today,6 days ago,LG Electronics India has pulled off what few global brands could — becoming more Indian than foreign in both strategy and success.,https://www.businesstoday.in/markets/stocks/story/how-lg-quietly-became-an-indian-success-story-disguised-as-a-korean-brand-expert-explains-498889-2025-10-18&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQIBhAC&usg=AOvVaw3QkIpyux4wJlBhyLKcCq_p
GoogleNews,LG Electronics India,"Why LG Electronics saw a bumper listing, but Tata Capital had a tepid debut",The Indian Express,1 week ago,"This week saw the stock market debut of two major companies, LG Electronics India Ltd and Tata Capital Ltd. However, they witnessed contrasting fortunes on...",https://indianexpress.com/article/explained/explained-economics/lg-electronics-stocks-bumper-listing-tata-tepid-reasons-investments-10310109/&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQIARAC&usg=AOvVaw1H5qiX129w5bwyhzwPHz3Y
GoogleNews,LG Electronics India,"From LG Electronics India to Tata Capital, which October IPO skyrocketed the most since listing?",The Financial Express,1 week ago,"LG Electronics India IPO surged 50% at debut, outpacing Tata Capital and WeWork; explore which stocks offer the best returns now!1 week ago",https://www.financialexpress.com/market/ipo-news-from-lg-electronics-india-tata-capital-canara-robeco-to-wework-india-which-october-ipo-skyrocketed-the-most-since-listing-4013832/&ved=2ahUKEwjxw8Wiyb2QAxUM4jgGHZ-2EUYQxfQBegQIBBAC&usg=AOvVaw3iCvJwwq-hlGcysCa-Ze6H
GoogleNews,Mittal Sections,Ministry of Defence utilises more than 50% of capital outlay by end of Sep-25,Business Standard,1 week ago,"Ministry of Defence has stated that in the current Financial Year (FY) 2025-26, Ministry of Defence (MoD) has utilised more than 50% of capital outlay by...",https://www.business-standard.com/markets/capital-market-news/ministry-of-defence-utilises-more-than-50-of-capital-outlay-by-end-of-sep-25-125101400482_1.html&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQIBRAC&usg=AOvVaw07tJy0uXVqNFxlo-v4tDLS
GoogleNews,Mittal Sections,Shares of Mittal Sections list in MT Group,Business Standard,1 week ago,The equity shares of Mittal Sections (Scrip Code: 544575) are listed effective 14 October 2025 and admitted to dealings on the Exchange in the list of...,https://www.business-standard.com/markets/capital-market-news/shares-of-mittal-sections-list-in-mt-group-125101400212_1.html&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQICBAC&usg=AOvVaw0z6BuBhCwA44Lgj2IA4QIY
GoogleNews,Mittal Sections,INR loses momentum in opening trades,Business Standard,1 week ago,The Indian rupee is losing ground in opening trades on Tuesday after having recovered in the last session. INR opened at Rs 88.73 per dollar and dropped to...,https://www.business-standard.com/markets/capital-market-news/inr-loses-momentum-in-opening-trades-125101400243_1.html&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQIChAC&usg=AOvVaw0QrNMJlsIAWkYSaPfwLuO3
GoogleNews,Mittal Sections,Telangana HC to Hear Plea for Probe on Mittal on Bhoodan Land,Deccan Chronicle,1 week ago,"Hyderabad: The Telangana High Court will hear on Tuesday, a criminal revision petition seeking a direction to register a criminal case against senior IAS...",https://www.deccanchronicle.com/southern-states/telangana/telangana-hc-to-hear-plea-for-probe-on-mittal-on-bhoodan-land-1909978&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQIBhAC&usg=AOvVaw0agRwPxyM99iZTuyI7qaj4
GoogleNews,Mittal Sections,BSE SME Mittal Sections' debut turns brittle,Business Standard,1 week ago,"Mittal Sections was trading at Rs 108.70 on the BSE, a discount of 23.99% compared with the issue price of Rs 143.",https://www.business-standard.com/markets/capital-market-news/bse-sme-mittal-sections-debut-turns-brittle-125101400480_1.html&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQIAhAC&usg=AOvVaw0c35PnNTAzvMESupB5l-JI
GoogleNews,Mittal Sections,Mittal Sections IPO: Muted subscription and GMP suggest listing premium may be subdued,The Economic Times,1 week ago,Mittal Sections' Rs 52.9 crore SME IPO has closed with moderate investor interest. The company is set to list on the BSE SME platform on October 14. Retail...,https://m.economictimes.com/markets/stocks/news/mittal-sections-ipo-muted-subscription-and-gmp-suggest-listing-premium-may-be-subdued/articleshow/124541419.cms&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQIBxAC&usg=AOvVaw0uuqmos4Kidtv-gE0lhMoq
GoogleNews,Mittal Sections,BSE : Mittal Sections Limited gets listed on BSE SME Platform,MarketScreener,1 week ago,"Mumbai, 14thOctober 2025: Mittal Sections Limited (""Mittal Sections / Company""), headquartered in Delhi is the 653rdcompany to get listed on the BSE SME...",https://www.marketscreener.com/news/bse-mittal-sections-limited-gets-listed-on-bse-sme-platform-ce7d5ad9d88efe2d&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQIAxAC&usg=AOvVaw3O-KFUF8daczTgqA8rmFPv
GoogleNews,Mittal Sections,"Mittal Sections IPO Closes with Moderate Subscription, No Grey Market Premium Ahead of Listing",scanx.trade,1 week ago,"Mittal Sections, a steel manufacturer, completed its SME IPO with a 2.25 times overall subscription. The company raised Rs 52.90 crore and is set to list on...",https://scanx.trade/stock-market-news/ipo/mittal-sections-ipo-closes-with-moderate-subscription-no-grey-market-premium-ahead-of-listing/21954451&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQIBBAC&usg=AOvVaw39gSZJA3G8hmkX18SyDsHM
GoogleNews,Mittal Sections,Mittal Sections IPO Allotment Status Online,IPO Watch,1 week ago,Check Mittal Sections' IPO Allotment Status on Registrar site? · Visit Bigshare Services Pvt. Ltd. · Select IPO Name 'Mittal Sections' from the drop-down menu...,https://ipowatch.in/mittal-sections-ipo-allotment-status/&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQICRAC&usg=AOvVaw2veZiOstD5GHQYqvlATHVd
GoogleNews,Mittal Sections,Mittal Sections IPO to List Tomorrow After 2.25× Subs,HDFC Sky,1 week ago,"Mittal Sections IPO will list on BSE SME tomorrow, Oct 14, after achieving 2.25× subscription. Retail investors subscribed 4.08×.",https://hdfcsky.com/news/mittal-sections-ipo-to-list-tomorrow-on-bse-sme-platform-after-strong-investor-response&ved=2ahUKEwiYyOWiyb2QAxWGyDgGHYKMJM4QxfQBegQIARAC&usg=AOvVaw1SEVntTZjZZt8ZU6wqX4HK
GoogleNews,Tata Capital,Tata Capital Schedules Key Investor Meeting in Mumbai,TipRanks,2 hours ago,An announcement from Tata Capital Ltd. ( ($IN:TATACAP) ) is now available. Tata Capital Limited has announced a scheduled meeting with a group of...,https://www.tipranks.com/news/company-announcements/tata-capital-schedules-key-investor-meeting-in-mumbai&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQIARAC&usg=AOvVaw1294oNVbEaPbLcA06mp2HW
GoogleNews,Tata Capital,"Q2 results next week: L&T, Indian Oil, ITC, Tata Capital, Maruti Suzuki India, Adani Green, others to post earnings; check list",Upstox,9 hours ago,"Q2 results next week: Chemicals conglomerate SRF, NBFC Tata Investment Corporation, solar PV module maker Premier Energies, general insurance company Go...",https://upstox.com/news/market-news/earnings/q2-results-october-27-week-l-and-t-indian-oil-itc-tata-capital-maruti-suzuki-india-adani-green-others-to-post-earnings-check-list/article-183535/&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQIBBAC&usg=AOvVaw1M4T4e3_QtE_G5ZJprV51h
GoogleNews,Tata Capital,Tata Capital gets debt instruments rated,Capital Market,4 hours ago,"India Ratings and Research (“Ind-Ra”) has withdrawn the rating assigned to Rs.80 crore Commercial Paper, Rs.10 crore Bank loan facilities, and Rs.2.50...",https://www.capitalmarket.com/markets/news/corporate-news/Tata-Capital-gets-debt-instruments-rated/1644471&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQIChAC&usg=AOvVaw3ZNkBLzYIPpYLyitpmRqqD
GoogleNews,Tata Capital,Tata Capital’s Debt Ratings Withdrawn by India Ratings,TipRanks,1 day ago,Tata Capital Ltd. ( ($IN:TATACAP) ) has issued an update. Tata Capital Limited announced that India Ratings and Research has withdrawn the ratings assigned...,https://www.tipranks.com/news/company-announcements/tata-capitals-debt-ratings-withdrawn-by-india-ratings&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQIAhAC&usg=AOvVaw34y2SyFpdMRgyi1qJz28r3
GoogleNews,Tata Capital,India Ratings Withdraws Credit Ratings for Tata Capital Limited,scanx.trade,1 day ago,"Tata Capital has requested India Ratings and Research to withdraw all credit ratings for its debt instruments, including Commercial Paper (Rs 80 billion),...",https://scanx.trade/stock-market-news/corporate-actions/india-ratings-withdraws-credit-ratings-for-tata-capital-limited/22783924&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQIAxAC&usg=AOvVaw2opyEmz04n1nfZScLFNgKy
GoogleNews,Tata Capital,Tata Trusts moves to reappoint Mehli Mistry as lifetime trustee,NewsDrum,1 day ago,"Tata Trusts has circulated a proposal to reappoint Mehli Mistry as a trustee for three of its key philanthropic bodies, a move that would make him a...",https://www.newsdrum.in/business/tata-trusts-moves-to-reappoint-mehli-mistry-as-lifetime-trustee-10587310&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQIBRAC&usg=AOvVaw3RrOp8gUuP17UzPDR-cRbH
GoogleNews,Tata Capital,"Tata Motors demerger: With CV business spun off, is the listed automaker's stock worth investing in now?",Mint,1 day ago,"Tata Motors Demerger: From a fundamental perspective, Prashant Tapse of Mehta Equities finds PV business offering greater upside potential, driven by strong...",https://www.livemint.com/market/stock-market-news/tata-motors-demerger-with-cv-business-spun-off-is-the-listed-automakers-stock-worth-investing-11761209261055.html&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQIBxAC&usg=AOvVaw3DB2VSyhpOYKXof5URD8kZ
GoogleNews,Tata Capital,"LG Electronics India, Tata Capital face long wait for global index entry",Moneycontrol,1 day ago,"Big IPOs, Small Floats — LG India and Tata Capital Wait in the Wings for Index Entry.",https://www.moneycontrol.com/news/business/markets/lg-electronics-india-tata-capital-face-long-wait-for-global-index-entry-13627914.html&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQICRAC&usg=AOvVaw3BjIfDEC6pfHeyB6MRjj4Z
GoogleNews,Tata Capital,Tata Capital Share Price Target: Rs 1500 for 5 years | Muhurat Trading Stock 2025,ET Now,3 days ago,Tata Capital Share Price Target: Market expert Rajat Sharma has recommended buying Tata Capital shares for 5 years. He said that Tata Capital is a beast...,https://www.etnownews.com/markets/tata-capital-share-price-target-rs-1500-for-5-years-muhurat-trading-stock-2025-article-153030081&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQIBhAC&usg=AOvVaw097NgHL1xkeNzee2KzLe48
GoogleNews,Tata Capital,"Why LG Electronics saw a bumper listing, but Tata Capital had a tepid debut",The Indian Express,1 week ago,"The future looks bright for LG. For Tata Capital, the picture isn't as clear-cut. Here is why.",https://indianexpress.com/article/explained/explained-economics/lg-electronics-stocks-bumper-listing-tata-tepid-reasons-investments-10310109/&ved=2ahUKEwipsoOjyb2QAxWlumMGHRcxMXAQxfQBegQICBAC&usg=AOvVaw2MWpZaVZ0nX6tYyeOFnh4e
GoogleNews,NSB BPO Solutions,NSB BPO Solutions IPO Lists Flat at ₹121.45 on BSE SME,HDFC Sky,2 weeks ago,"NSB BPO Solutions IPO lists at ₹121.45, just above issue price of ₹121. Subscribed 0.76x overall, led by QIBs at 25.49x; market cap at ₹254.65 Cr.",https://hdfcsky.com/news/nsb-bpo-solutions-makes-flat-market-debut&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQIBxAC&usg=AOvVaw0fTlUkqhaTGhePajo2UF3t
GoogleNews,NSB BPO Solutions,BSE SME NSB BPO Solutions plugs into the bourse with mild premium,Business Standard,2 weeks ago,"NSB BPO Solutions was trading at Rs 122 on the BSE, a premium of 0.83% compared with the issue price of Rs 121.",https://www.business-standard.com/markets/capital-market-news/bse-sme-nsb-bpo-solutions-plugs-into-the-bourse-with-mild-premium-125101000466_1.html&ved=2ahUKEwiY-aejyb2QAxVFRCoJHagwN-EQxfQBegQIBBAC&usg=AOvVaw0K9Z-nR2q8j9Uvloz6LTGZ
